DIVISION,DISTRICT,INSTITUTE_NAME,TYP_ID,MANAGEMENT,TYP,EDU_LEVEL,STUD_TYP,MPO,AREA,GEOGRPY,SECURITY_GUARD,HAVING_COMP_LAB,HAVING_ELECTRICITY,HAVING_SOLAR_PANEL,NUMBER_OF_MULTIMEDIA,TOTAL_COMPUTER,CC_CAMERA_NUM,INTERNET_YN,COMP_LAB_DAILY_USE_HR,TOTAL_LAB_COMPUTER,SSC_TOT_APP,SSC_TOT_PASS,CLASS_ROOM,CLASS_ROOM_MULTIMEDIA,PACKA,TOT_STU,FEM_STU,TOT_TEACHER,FEM_TEACHER,CAPEX,OPEX
Chattogram,Cumilla,PAYALGACHA MULTI. HGIH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,Yes,YES,YES,2,2,YES,YES,1,10,261,245,13,YES,4,"1,237",727,18,4,1420000,6481000
Dhaka,Dhaka,GALIMPUR SONABAN GIRL'S HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,GIRLS,YES, RURAL,PLAIN LAND,YES,No,NO,NO,0,0,NO,NO,0,0,68,63,5,NO,0,593,548,8,2,500000,2880000
Dhaka,Dhaka,PARAGRAM HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,No,YES,YES,1,0,NO,YES,0,0,102,73,12,YES,2,618,312,10,4,1200000,3600000
Chattogram,Cumilla,KANOKSREE HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,Yes,YES,YES,2,7,NO,YES,0,10,50,41,6,NO,1,673,400,9,2,1020000,3243500
Chattogram,Cumilla,MAKUNDA PUR HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,No,YES,YES,1,4,NO,YES,0,0,107,78,10,YES,2,888,611,11,3,1240000,3962000
Chattogram,Cumilla,BARA KAYANI HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,YES,1,1,NO,NO,1,0,64,64,6,YES,3,450,336,13,2,660000,4680500
Chattogram,Cumilla,BATTALIA A. MOTIN HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,Yes,YES,NO,1,18,NO,NO,3,18,99,33,9,YES,0,600,347,11,1,1980000,3969000
Chattogram,Cumilla,SHAILA RANI DEVI MUPL.GIRLS HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,GIRLS,YES,CityCorp,PLAIN LAND,NO,Yes,YES,NO,1,16,YES,YES,2,11,156,152,21,YES,4,837,837,25,14,3060000,9008000
Chattogram,Cumilla,SHAILA RANI DEVI MUPL.GIRLS HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,GIRLS,YES,CityCorp,PLAIN LAND,NO,Yes,YES,NO,1,16,YES,YES,2,11,156,152,21,YES,4,837,837,25,14,3060000,9008000
Chattogram,Cumilla,ANDIKOT SAYED GOLAM JILANI HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,No,YES,YES,1,1,NO,YES,0,0,116,49,8,NO,1,666,335,12,3,860000,4320500
Chattogram,Cumilla,ANDIKOT SAYED GOLAM JILANI HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,No,YES,YES,1,1,NO,YES,0,0,116,49,8,NO,1,666,335,12,3,860000,4320500
Chattogram,Cumilla,BALLA VPUR SECONDARY SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,YES,1,2,NO,YES,0,0,70,51,8,YES,1,456,226,10,2,920000,3601000
Chattogram,Cumilla,GOPALPUR DR.MOSHARROF HOSSAIN HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,Yes,YES,YES,2,17,YES,YES,2,17,82,75,7,YES,3,528,295,8,2,1720000,2888500
Chattogram,Cumilla,GUNABATI GIRLS HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,GIRLS,YES, RURAL,PLAIN LAND,NO,Yes,YES,YES,2,2,NO,YES,4,10,91,84,14,YES,1,676,676,16,5,1520000,5761000
Chattogram,Cumilla,BIBIR BAZAR HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,YES,2,6,YES,YES,0,0,108,92,13,YES,3,940,452,18,0,1660000,6483000
Chattogram,Cumilla,MOHANPUR JANATA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,YES,1,2,NO,YES,0,0,86,83,9,NO,1,476,267,11,2,1020000,3961000
Chattogram,Cumilla,MOHANPUR JANATA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,YES,1,2,NO,YES,0,0,86,83,9,NO,1,476,267,11,2,1020000,3961000
Chattogram,Cumilla,BHOMAR KANDI HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,Yes,YES,YES,1,1,NO,YES,2,6,98,85,12,NO,0,682,411,11,2,1260000,3960500
Dhaka,Dhaka,WEST END HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,C0-EDUCATION SEPARATE,YES,CityCorp,PLAIN LAND,YES,Yes,YES,YES,1,2,YES,YES,2,15,228,226,1,YES,63,"1,897",438,39,11,220000,14041000
Dhaka,Dhaka,HAZI ALI HOSSAIN HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,C0-EDUCATION SEPARATE,YES,CityCorp,PLAIN LAND,YES,Yes,YES,YES,1,0,NO,YES,2,11,79,63,21,YES,2,372,184,18,9,2100000,6480000
Dhaka,Dhaka,HAZI ALI HOSSAIN HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,C0-EDUCATION SEPARATE,YES,CityCorp,PLAIN LAND,YES,Yes,YES,YES,1,0,NO,YES,2,11,79,63,21,YES,2,372,184,18,9,2100000,6480000
Dhaka,Dhaka,FOUNDATION SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,NO,CityCorp,PLAIN LAND,YES,Yes,YES,NO,2,34,YES,YES,4,22,24,24,13,YES,1,512,227,32,26,3340000,11537000
Chattogram,Cumilla,MUGUZI MASTER SOBHAN HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,No,YES,YES,1,1,NO,YES,0,0,52,51,9,NO,1,395,267,10,4,960000,3600500
Chattogram,Cumilla,MUGUZI MASTER SOBHAN HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,No,YES,YES,1,1,NO,YES,0,0,52,51,9,NO,1,395,267,10,4,960000,3600500
Dhaka,Dhaka,ATI PANCHDONA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,Yes,YES,NO,1,10,YES,YES,2,10,262,239,20,YES,4,"1,204",0,18,4,2600000,6485000
Dhaka,Dhaka,BHASHANTEK GOVT. SECONDARY SCHOOL,1,GOVERNMENT,School,Secondary ,CO-EDUCATION JOINT,NOT APPLICABLE,CityCorp,PLAIN LAND,YES,Yes,YES,YES,19,52,NO,YES,2,30,46,43,5,NO,1,731,379,22,17,3620000,7946000
Dhaka,Dhaka,LIONS AGRA GATI SHIKKHA NIKETAN ( HIGH SCHOOL),1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,NO,CityCorp,PLAIN LAND,YES,No,YES,YES,1,4,NO,YES,2,0,90,63,5,YES,0,616,323,15,1,740000,5402000
Chattogram,Cumilla,JONAB ALI HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,Yes,YES,YES,4,10,NO,NO,1,8,109,101,14,YES,4,521,321,13,2,2000000,4685000
Chattogram,Cumilla,JONAB ALI HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,Yes,YES,YES,4,10,NO,NO,1,8,109,101,14,YES,4,521,321,13,2,2000000,4685000
Dhaka,Dhaka,HAZERA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,NO,CityCorp,INDUSTRIAL AREA,YES,No,YES,NO,1,7,YES,YES,6,0,204,173,24,YES,1,630,376,16,11,2820000,5763500
Chattogram,Cumilla,JHIKATIA ISHAQ MOZUMDER IDEAL GIRLS  H.SCHOOL,1,NON-GOVT.,School,Secondary ,GIRLS,YES, RURAL,PLAIN LAND,YES,No,YES,NO,2,5,NO,NO,0,0,76,76,7,YES,2,545,545,9,2,1000000,3242500
Chattogram,Cumilla,CHHOTNA MODEL HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,Yes,YES,NO,1,1,YES,YES,3,13,184,107,10,YES,4,889,446,13,3,1060000,4680500
Dhaka,Dhaka,FAIZUR RAHMAN IDEAL INSTITUTE,1,NON-GOVT.,School,Secondary ,C0-EDUCATION SEPARATE,NO,CityCorp,PLAIN LAND,YES,Yes,YES,YES,5,8,YES,YES,6,45,383,381,96,YES,5,"6,204","2,874",81,45,10080000,29164000
Dhaka,Dhaka,FAIZUR RAHMAN IDEAL INSTITUTE,1,NON-GOVT.,School,Secondary ,C0-EDUCATION SEPARATE,NO,CityCorp,PLAIN LAND,YES,Yes,YES,YES,5,8,YES,YES,6,45,383,381,96,YES,5,"6,204","2,874",81,45,10080000,29164000
Chattogram,Cumilla,M. A CHANDIPUR REZAUL HOQUE HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,Yes,YES,YES,1,2,NO,YES,2,11,160,130,15,YES,2,801,450,13,4,1620000,4681000
Dhaka,Dhaka,RADIO COLONI MODEL  SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES,UPZILA SADAR MUNICIPALITY,PLAIN LAND,YES,No,YES,NO,2,8,YES,YES,2,0,242,239,17,YES,2,"1,317",660,23,5,2180000,8284000
Chattogram,Cumilla,SOUTH NARANDIA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,RIVER SIDE/CHAR,NO,No,YES,NO,2,0,NO,YES,0,0,26,23,7,YES,2,372,202,9,2,700000,3240000
Dhaka,Dhaka,ST. THECLAS GIRLS HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,GIRLS,YES, RURAL,PLAIN LAND,YES,No,YES,NO,1,5,NO,YES,3,0,64,57,10,YES,2,317,317,14,10,1300000,5042500
Chattogram,Cumilla,DHERERA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,YES,1,3,NO,YES,3,0,107,90,10,YES,2,728,452,12,2,1180000,4321500
Dhaka,Dhaka,PALLABI MAZEDUL ISLAM MODEL HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,C0-EDUCATION SEPARATE,YES,CityCorp,PLAIN LAND,YES,Yes,YES,YES,3,5,YES,YES,4,7,112,90,28,YES,2,"1,046",521,24,8,3100000,8642500
Dhaka,Dhaka,JALSHA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,YES,1,5,NO,YES,0,0,367,264,14,YES,3,678,361,15,2,1700000,5402500
Dhaka,Dhaka,NAHAR ACADEMY HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES,CityCorp,PLAIN LAND,YES,No,YES,YES,1,3,YES,YES,4,0,117,107,18,YES,1,904,500,31,20,1980000,11161500
Chattogram,Cumilla,CHEORA B.F. HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,Yes,YES,YES,2,1,NO,YES,2,11,149,106,12,YES,6,"1,022",505,11,1,1260000,3960500
Dhaka,Dhaka,HAJEE RAHMAT ULLAH FORQUANIA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,C0-EDUCATION SEPARATE,YES,CityCorp,PLAIN LAND,YES,No,YES,NO,1,3,NO,YES,1,0,85,79,15,YES,2,598,384,21,5,1680000,7561500
Chattogram,Cumilla,BHOBANGAR NAHAL A.B.S. HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,NO,NO,0,0,NO,NO,0,0,49,21,5,NO,0,365,166,10,4,500000,3600000
Dhaka,Dhaka,KOCHI KONTHA UCHCHA BIDYALAYA,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,NO,CityCorp,PLAIN LAND,YES,Yes,YES,NO,1,0,NO,YES,2,0,56,40,9,YES,0,369,169,14,6,900000,5040000
Chattogram,Cumilla,JANATA BAZAR SOLAIMAN HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,Yes,YES,NO,2,0,NO,YES,1,17,71,33,4,YES,1,413,318,11,2,400000,3960000
Chattogram,Cumilla,JANATA BAZAR SOLAIMAN HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,Yes,YES,NO,2,0,NO,YES,1,17,71,33,4,YES,1,413,318,11,2,400000,3960000
Chattogram,Cumilla,AMRATALI HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,No,YES,YES,1,2,YES,YES,3,0,85,78,12,YES,1,357,192,14,4,1320000,5041000
Chattogram,Cumilla,AMRATALI HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,No,YES,YES,1,2,YES,YES,3,0,85,78,12,YES,1,357,192,14,4,1320000,5041000
Chattogram,Cumilla,KHILA AZIZULLAH HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,NO,1,3,NO,YES,4,0,181,125,11,NO,0,"1,068",565,14,3,1280000,5041500
Dhaka,Dhaka,CIVIL AIVATION HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,C0-EDUCATION SEPARATE,YES,CityCorp,PLAIN LAND,YES,Yes,YES,NO,2,1,NO,YES,6,21,320,283,28,NO,5,"2,137","1,122",25,8,2860000,9000500
Dhaka,Dhaka,BATTALI SARAJ UDDIN AHMED HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,Yes,YES,NO,1,0,NO,YES,0,20,143,125,11,YES,0,595,310,12,5,1100000,4320000
Dhaka,Dhaka,KONDA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,Yes,NO,NO,0,0,NO,YES,0,8,161,132,14,YES,0,443,160,11,5,1400000,3960000
Chattogram,Cumilla,RAFIQUDDIN MEMORIAL HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES,CityCorp,PLAIN LAND,YES,Yes,YES,NO,2,5,YES,YES,2,2,74,53,11,YES,2,411,281,11,5,1400000,3962500
Dhaka,Dhaka,DHAKA GOVT. MUSLIM HIGH SCHOOL,1,GOVERNMENT,School,Secondary ,BOYS,NOT APPLICABLE,CityCorp,PLAIN LAND,YES,Yes,YES,YES,1,4,YES,YES,2,20,112,112,22,YES,3,779,,18,8,2440000,6482000
Dhaka,Dhaka,DHAKA GOVT. MUSLIM HIGH SCHOOL,1,GOVERNMENT,School,Secondary ,BOYS,NOT APPLICABLE,CityCorp,PLAIN LAND,YES,Yes,YES,YES,1,4,YES,YES,2,20,112,112,22,YES,3,779,,18,8,2440000,6482000
Dhaka,Dhaka,SUBHADDYA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,Yes,YES,YES,4,19,NO,YES,8,17,194,146,21,YES,7,"1,925",866,37,7,3240000,13329500
Dhaka,Dhaka,ADDHAPAK ALI AHMED HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES,CityCorp,PLAIN LAND,YES,No,YES,NO,1,0,NO,YES,0,0,202,140,8,YES,3,544,286,16,5,800000,5760000
Dhaka,Dhaka,ISLAMIA GOVT. HIGH SCHOOL,1,GOVERNMENT,School,Secondary ,BOYS,NOT APPLICABLE,CityCorp,PLAIN LAND,YES,No,NO,NO,0,0,NO,NO,4,0,62,56,5,NO,0,549,,18,9,500000,6480000
Dhaka,Dhaka,ISLAMIA GOVT. HIGH SCHOOL,1,GOVERNMENT,School,Secondary ,BOYS,NOT APPLICABLE,CityCorp,PLAIN LAND,YES,No,NO,NO,0,0,NO,NO,4,0,62,56,5,NO,0,549,,18,9,500000,6480000
Chattogram,Cumilla,JAGATPUR HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,NO, RURAL,PLAIN LAND,NO,No,YES,NO,1,1,NO,YES,0,0,14,7,8,NO,0,239,109,8,2,860000,2880500
Chattogram,Cumilla,RAJAPARA M.M.ALI GIRLS HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,GIRLS,YES,CityCorp,PLAIN LAND,NO,Yes,YES,NO,2,1,NO,YES,3,10,17,17,5,NO,2,153,153,9,4,560000,3240500
Chattogram,Cumilla,RAJAPARA M.M.ALI GIRLS HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,GIRLS,YES,CityCorp,PLAIN LAND,NO,Yes,YES,NO,2,1,NO,YES,3,10,17,17,5,NO,2,153,153,9,4,560000,3240500
Chattogram,Cumilla,D D S Y HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,NO, RURAL,PLAIN LAND,NO,No,YES,YES,0,1,NO,YES,0,0,97,58,7,NO,0,505,269,5,1,760000,1800500
Chattogram,Cumilla,CANTONMENT BOARD MADHYMIC BIDYALAYA,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,NO,UPZILA SADAR BUT NOT MUNICIPALITY,PLAIN LAND,YES,Yes,YES,NO,2,4,YES,YES,2,10,73,73,28,YES,1,986,519,22,9,3040000,7922000
Chattogram,Cumilla,CANTONMENT BOARD MADHYMIC BIDYALAYA,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,NO,UPZILA SADAR BUT NOT MUNICIPALITY,PLAIN LAND,YES,Yes,YES,NO,2,4,YES,YES,2,10,73,73,28,YES,1,986,519,22,9,3040000,7922000
Chattogram,Cumilla,OXFORD INTERNATIONAL SCHOOL,1,NON-GOVT.,School,Secondary ,C0-EDUCATION SEPARATE,NO,UPZILA SADAR MUNICIPALITY,PLAIN LAND,YES,Yes,YES,NO,1,1,NO,YES,2,1,88,82,5,NO,1,655,236,14,8,560000,5040500
Chattogram,Cumilla,KURBANPUR G.M HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,No,YES,NO,1,2,NO,YES,0,0,192,121,12,YES,3,"1,273",747,17,2,1320000,6121000
Chattogram,Cumilla,KURBANPUR G.M HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,No,YES,NO,1,2,NO,YES,0,0,192,121,12,YES,3,"1,273",747,17,2,1320000,6121000
Dhaka,Dhaka,MOTIJHEEL GOVT  GILRS HIGH SCHOOL,1,GOVERNMENT,School,Secondary ,GIRLS,NOT APPLICABLE,CityCorp,PLAIN LAND,YES,Yes,YES,NO,4,0,YES,YES,4,0,343,343,35,YES,3,"2,287","2,287",50,41,3500000,18000000
Dhaka,Dhaka,ADMJEE CANTONMENT PUBLIC SCHOOL,1,NON-GOVT.,School,Secondary ,BOYS,YES,CityCorp,PLAIN LAND,YES,Yes,YES,NO,78,55,YES,YES,5,41,553,553,5,YES,2,"3,774",,113,23,3800000,40707500
Chattogram,Cumilla,ACHIYA GONI GIRLS HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,GIRLS,YES, RURAL,PLAIN LAND,NO,Yes,YES,NO,1,2,YES,YES,1,8,86,79,12,YES,27,547,547,12,5,1320000,4321000
Chattogram,Cumilla,RAZAPUR FAIZUNNESSA GIRLS HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,GIRLS,YES, RURAL,PLAIN LAND,YES,No,YES,YES,1,3,YES,YES,2,0,48,44,7,YES,0,289,289,10,4,880000,3601500
Chattogram,Cumilla,RAZAPUR FAIZUNNESSA GIRLS HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,GIRLS,YES, RURAL,PLAIN LAND,YES,No,YES,YES,1,3,YES,YES,2,0,48,44,7,YES,0,289,289,10,4,880000,3601500
Chattogram,Cumilla,GHORA MAIDAN JUNIOR SECONDARY SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,No,YES,NO,1,1,NO,YES,0,0,47,36,7,NO,0,421,274,5,1,760000,1800500
Chattogram,Cumilla,"SREEMONTAPUR HIGH SCHOOL,CHANDINA",1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,No,YES,YES,1,3,NO,YES,0,0,78,67,15,YES,2,519,314,10,3,1680000,3601500
Chattogram,Cumilla,SHARAFATI HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,No,YES,YES,2,0,NO,YES,0,0,57,47,7,NO,1,357,213,11,4,700000,3960000
Chattogram,Cumilla,UNION TECHNICAL HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,Yes,YES,YES,2,0,NO,YES,1,10,89,78,12,YES,4,567,318,11,2,1200000,3960000
Dhaka,Dhaka,NILKHET HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES,CityCorp,PLAIN LAND,YES,Yes,YES,NO,2,4,NO,YES,2,8,136,101,19,YES,2,587,189,26,16,2140000,9362000
Dhaka,Dhaka,IBRAHIMPUR SALAHUDDIN SHIKHYALAYA,1,NON-GOVT.,School,Secondary ,C0-EDUCATION SEPARATE,YES,CityCorp,PLAIN LAND,YES,Yes,YES,YES,1,1,YES,YES,3,4,240,160,23,YES,1,"1,084",454,35,24,2360000,12600500
Dhaka,Dhaka,IBRAHIMPUR SALAHUDDIN SHIKHYALAYA,1,NON-GOVT.,School,Secondary ,C0-EDUCATION SEPARATE,YES,CityCorp,PLAIN LAND,YES,Yes,YES,YES,1,1,YES,YES,3,4,240,160,23,YES,1,"1,084",454,35,24,2360000,12600500
Dhaka,Dhaka,SUKRABAD HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,C0-EDUCATION SEPARATE,YES,CityCorp,PLAIN LAND,YES,Yes,YES,NO,2,0,NO,YES,4,11,66,60,5,YES,2,387,183,15,2,500000,5400000
Chattogram,Cumilla,AZIARA HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,YES,1,2,YES,YES,1,0,58,46,6,YES,1,535,351,8,2,720000,2881000
Chattogram,Cumilla,CHANDSHAR HAZI MOGSUD ALI BUIYAN HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,NO, RURAL,PLAIN LAND,NO,No,YES,NO,0,1,NO,YES,0,0,58,52,5,NO,1,366,215,7,3,560000,2520500
Chattogram,Cumilla,BHOBUNPUR PANCHAGRAM HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,No,NO,YES,0,4,NO,YES,1,0,50,48,9,YES,2,325,189,10,3,1140000,3602000
Chattogram,Cumilla,SHAKPUR HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,No,YES,YES,2,3,NO,NO,0,0,53,44,8,YES,1,349,225,11,3,980000,3961500
Chattogram,Cumilla,MANIKER CHAR L.L MODEL HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES,UPZILA SADAR BUT NOT MUNICIPALITY,PLAIN LAND,NO,Yes,YES,YES,7,9,YES,YES,2,22,132,126,12,YES,5,854,290,14,2,1740000,5044500
Chattogram,Cumilla,MANIKER CHAR L.L MODEL HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES,UPZILA SADAR BUT NOT MUNICIPALITY,PLAIN LAND,NO,Yes,YES,YES,7,9,YES,YES,2,22,132,126,12,YES,5,854,290,14,2,1740000,5044500
Dhaka,Dhaka,FARID UDDIN SIDIQE HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES,CityCorp,PLAIN LAND,NO,Yes,YES,NO,1,5,YES,YES,2,5,201,165,13,YES,3,783,398,5,1,1600000,1802500
Dhaka,Dhaka,FARID UDDIN SIDIQE HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES,CityCorp,PLAIN LAND,NO,Yes,YES,NO,1,5,YES,YES,2,5,201,165,13,YES,3,783,398,5,1,1600000,1802500
Chattogram,Cumilla,SREEKAIL KRISNA KUMAR HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,Yes,YES,YES,3,6,YES,YES,3,17,223,151,18,YES,4,"1,726",858,15,4,2160000,5403000
Chattogram,Cumilla,SREEKAIL KRISNA KUMAR HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,Yes,YES,YES,3,6,YES,YES,3,17,223,151,18,YES,4,"1,726",858,15,4,2160000,5403000
Chattogram,Cumilla,GHORASHAL ALHAJ RAQUIB UDDIN AHMED GIRLS HIGH  SCHOOL,1,NON-GOVT.,School,Secondary ,GIRLS,YES, RURAL,PLAIN LAND,YES,No,YES,YES,1,2,NO,YES,0,0,52,36,5,YES,1,466,466,10,3,620000,3601000
Chattogram,Cumilla,HASMATER NESSA GIRLS HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,GIRLS,YES, RURAL,PLAIN LAND,NO,No,YES,YES,2,3,YES,YES,0,0,40,34,12,NO,2,344,344,11,6,1380000,3961500
Dhaka,Dhaka,KHANEPUR HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,NO,No,YES,NO,3,3,YES,YES,0,0,70,68,7,YES,1,441,248,14,2,880000,5041500
Dhaka,Dhaka,HASNABAD KAMUCHAN SHAH HIGH SCHOOL,1,NON-GOVT.,School,Secondary ,CO-EDUCATION JOINT,YES, RURAL,PLAIN LAND,YES,No,YES,NO,2,5,NO,YES,0,0,137,107,13,YES,2,944,533,17,6,1600000,6122500
