Program,Year,Period,Week Ending,Geo Level,State,State ANSI,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Price
SURVEY,1995,YEAR,,STATE,COLORADO,8.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,92130000.00
SURVEY,1961,YEAR,,STATE,NORTH CAROLINA,37.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,1402000.00
SURVEY,1931,YEAR,,STATE,CALIFORNIA,6.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,19000.00
SURVEY,1976,YEAR,,STATE,WISCONSIN,55.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,1330000.00
SURVEY,1967,YEAR,,STATE,MINNESOTA,27.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,9.00
SURVEY,1896,YEAR,,STATE,ARKANSAS,5.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,2100000.00
SURVEY,2013,YEAR,,STATE,DELAWARE,10.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,17.00
SURVEY,1949,YEAR,,STATE,OHIO,39.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,3400000.00
SURVEY,1965,YEAR,,STATE,NEVADA,32.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,16.00
SURVEY,1997,YEAR,,STATE,IOWA,19.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,1642200000.00
SURVEY,1909,YEAR,,STATE,COLORADO,8.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,6426000.00
SURVEY,2012,YEAR,,STATE,WISCONSIN,55.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,14.50
SURVEY,2014,YEAR - JUN FORECAST,,STATE,OKLAHOMA,40.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,270000.00
SURVEY,1990,YEAR,,STATE,NORTH CAROLINA,37.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,85000.00
SURVEY,1870,YEAR,,STATE,NEBRASKA,31.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,155000.00
SURVEY,1940,YEAR,,STATE,MINNESOTA,27.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,135136000.00
SURVEY,1965,YEAR,,STATE,CALIFORNIA,6.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,12816000.00
SURVEY,1931,YEAR,,STATE,LOUISIANA,22.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,21408000.00
SURVEY,1925,YEAR,,STATE,NEW HAMPSHIRE,33.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,132000.00
SURVEY,1938,YEAR,,STATE,WISCONSIN,55.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,1047000.00
SURVEY,1949,YEAR,,STATE,PENNSYLVANIA,42.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,50398000.00
SURVEY,1961,YEAR,,STATE,WYOMING,56.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,1200000.00
SURVEY,1980,YEAR,,STATE,NEW MEXICO,35.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,26000.00
SURVEY,1961,YEAR,,STATE,ARKANSAS,5.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,5000.00
SURVEY,1922,YEAR,,STATE,WYOMING,56.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,56000.00
SURVEY,1958,YEAR,,STATE,VERMONT,50.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,50000.00
SURVEY,1948,YEAR,,STATE,PENNSYLVANIA,42.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,9.50
SURVEY,1971,YEAR,,STATE,GEORGIA,13.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,13.00
SURVEY,1985,YEAR,,STATE,GEORGIA,13.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,81900000.00
SURVEY,1948,YEAR,,STATE,FLORIDA,12.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,6000.00
SURVEY,1902,YEAR,,STATE,KANSAS,20.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,214200000.00
SURVEY,1988,YEAR,,STATE,MISSISSIPPI,28.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,150000.00
SURVEY,1900,YEAR,,STATE,OREGON,41.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,552000.00
SURVEY,2006,YEAR,,STATE,PENNSYLVANIA,42.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,18.00
SURVEY,2004,YEAR,,STATE,CONNECTICUT,9.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,21.50
SURVEY,1967,YEAR,,STATE,WEST VIRGINIA,54.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,14.50
SURVEY,1991,YEAR,,STATE,LOUISIANA,22.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,8000.00
SURVEY,1955,YEAR,,STATE,NEBRASKA,31.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,4775000.00
SURVEY,1987,YEAR,,STATE,VERMONT,50.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,16.00
SURVEY,1961,YEAR,,STATE,LOUISIANA,22.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,9879000.00
SURVEY,1908,YEAR,,STATE,OKLAHOMA,40.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,124500000.00
SURVEY,1980,YEAR,,STATE,OKLAHOMA,40.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,36000.00
SURVEY,2012,YEAR,,STATE,OREGON,41.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,52000.00
SURVEY,1881,YEAR,,STATE,MICHIGAN,26.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,980000.00
SURVEY,1931,YEAR,,STATE,MISSISSIPPI,28.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,2000.00
SURVEY,1924,YEAR,,STATE,DELAWARE,10.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,3192000.00
SURVEY,1969,YEAR,,STATE,SOUTH DAKOTA,46.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,792000.00
SURVEY,1986,YEAR,,STATE,IOWA,19.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,200000.00
SURVEY,2001,YEAR,,STATE,NEVADA,32.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,3000.00
SURVEY,1935,YEAR,,STATE,MARYLAND,24.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,487000.00
SURVEY,1884,YEAR,,STATE,IOWA,19.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,290720000.00
SURVEY,2004,YEAR,,STATE,NEW JERSEY,34.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,10296000.00
SURVEY,1975,YEAR,,STATE,LOUISIANA,22.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,2250000.00
SURVEY,1886,YEAR,,STATE,NEW JERSEY,34.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,10930000.00
SURVEY,1919,YEAR,,STATE,NEW MEXICO,35.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,3000.00
SURVEY,2001,YEAR,,STATE,WISCONSIN,55.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,780000.00
SURVEY,1939,YEAR,,STATE,SOUTH DAKOTA,46.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,3.40
SURVEY,1978,YEAR,,STATE,MARYLAND,24.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,101000.00
SURVEY,1932,YEAR,,STATE,INDIANA,18.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,9.00
SURVEY,1972,YEAR,,STATE,WEST VIRGINIA,54.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,53000.00
SURVEY,1974,YEAR,,STATE,KANSAS,20.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,1670000.00
SURVEY,1936,YEAR,,STATE,UTAH,49.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,8.50
SURVEY,2014,YEAR - SEP FORECAST,,STATE,TEXAS,48.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,1800000.00
SURVEY,1985,YEAR,,STATE,TEXAS,48.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,156450000.00
SURVEY,1973,YEAR,,STATE,ILLINOIS,17.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,257000.00
SURVEY,2005,YEAR,,STATE,WASHINGTON,53.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,70000.00
SURVEY,1990,YEAR,,STATE,SOUTH DAKOTA,46.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,375000.00
SURVEY,1987,YEAR,,STATE,OKLAHOMA,40.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,7062000.00
SURVEY,1936,YEAR,,STATE,VIRGINIA,51.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,8.50
SURVEY,1888,YEAR,,STATE,CALIFORNIA,6.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,2550000.00
SURVEY,1943,YEAR,,STATE,ARIZONA,4.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,276000.00
SURVEY,2015,YEAR,,STATE,MONTANA,30.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,23.00
SURVEY,1932,YEAR,,STATE,VERMONT,50.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,10.50
SURVEY,1885,YEAR,,STATE,NEW YORK,36.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,740000.00
SURVEY,1938,YEAR,,STATE,WEST VIRGINIA,54.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,9.00
SURVEY,1901,YEAR,,STATE,CONNECTICUT,9.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,2262000.00
SURVEY,1926,YEAR,,STATE,WYOMING,56.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,92000.00
SURVEY,1940,YEAR,,STATE,CALIFORNIA,6.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,38000.00
SURVEY,1975,YEAR,,STATE,PENNSYLVANIA,42.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,88560000.00
SURVEY,1998,YEAR,,STATE,KENTUCKY,21.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,135700000.00
SURVEY,1969,YEAR,,STATE,KANSAS,20.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,1208000.00
SURVEY,2015,YEAR,,STATE,NEW HAMPSHIRE,33.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,14000.00
SURVEY,1959,YEAR,,STATE,VERMONT,50.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,1000.00
SURVEY,1879,YEAR,,STATE,MISSOURI,29.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,5588000.00
SURVEY,1951,YEAR,,STATE,NEBRASKA,31.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,6726000.00
SURVEY,1997,YEAR,,STATE,MISSOURI,29.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,2600000.00
SURVEY,1934,YEAR,,STATE,FLORIDA,12.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,2000.00
SURVEY,1900,YEAR,,STATE,OKLAHOMA,40.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,68380000.00
SURVEY,1910,YEAR,,STATE,IDAHO,16.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,320000.00
SURVEY,1996,YEAR,,STATE,OHIO,39.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,160000.00
SURVEY,1906,YEAR,,STATE,LOUISIANA,22.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,19360000.00
SURVEY,1892,YEAR,,STATE,MARYLAND,24.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,712000.00
SURVEY,1869,YEAR,,STATE,MINNESOTA,27.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,4524000.00
SURVEY,1900,YEAR,,STATE,MAINE,23.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,1040000.00
SURVEY,1867,YEAR,,STATE,SOUTH CAROLINA,45.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,10120000.00
SURVEY,1948,YEAR,,STATE,NEW YORK,36.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,445000.00
SURVEY,1897,YEAR,,STATE,VERMONT,50.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,2870000.00
SURVEY,2001,YEAR,,STATE,PENNSYLVANIA,42.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,94080000.00
SURVEY,1902,YEAR,,STATE,KANSAS,20.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,7140000.00
SURVEY,1974,YEAR,,STATE,MISSOURI,29.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,9.00
SURVEY,1987,YEAR,,STATE,CONNECTICUT,9.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,46000.00
SURVEY,1955,YEAR,,STATE,OREGON,41.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,1300000.00
SURVEY,1919,YEAR,,STATE,MICHIGAN,26.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,7.30
SURVEY,1995,YEAR,,STATE,GEORGIA,13.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,14.00
SURVEY,1927,YEAR,,STATE,SOUTH DAKOTA,46.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,69000.00
SURVEY,1946,YEAR,,STATE,NEW MEXICO,35.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,5.00
SURVEY,1992,YEAR,,STATE,NEW HAMPSHIRE,33.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,17000.00
SURVEY,1930,YEAR,,STATE,NEW JERSEY,34.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,8.00
SURVEY,1995,YEAR,,STATE,OHIO,39.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,15.50
SURVEY,1933,YEAR,,STATE,MONTANA,30.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,6000.00
SURVEY,1944,YEAR,,STATE,NORTH DAKOTA,38.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,4.30
SURVEY,1872,YEAR,,STATE,MAINE,23.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,1258000.00
SURVEY,1939,YEAR,,STATE,MISSOURI,29.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,6.70
SURVEY,1965,YEAR,,STATE,VERMONT,50.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,73000.00
SURVEY,1882,YEAR,,STATE,TEXAS,48.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,71760000.00
SURVEY,1982,YEAR,,STATE,ALABAMA,1.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,47000.00
SURVEY,1943,YEAR,,STATE,INDIANA,18.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,51000.00
SURVEY,2014,YEAR - NOV FORECAST,,STATE,COLORADO,8.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,140160000.00
SURVEY,1945,YEAR,,STATE,VERMONT,50.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,114000.00
SURVEY,1975,YEAR,,STATE,ARIZONA,4.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,12000.00
SURVEY,1949,YEAR,,STATE,IOWA,19.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,521747000.00
SURVEY,1920,YEAR,,STATE,OKLAHOMA,40.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,23000.00
SURVEY,1996,YEAR,,STATE,NEW YORK,36.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,510000.00
SURVEY,1918,YEAR,,STATE,MICHIGAN,26.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,46200000.00
SURVEY,1975,YEAR,,STATE,DELAWARE,10.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,15640000.00
SURVEY,1866,YEAR,,STATE,VIRGINIA,51.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,1000000.00
SURVEY,1884,YEAR,,STATE,CALIFORNIA,6.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,75000.00
SURVEY,1941,YEAR,,STATE,IOWA,19.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,8616000.00
SURVEY,1894,YEAR,,STATE,OREGON,41.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,408000.00
SURVEY,1934,YEAR,,STATE,MAINE,23.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,3000.00
SURVEY,2000,YEAR,,STATE,OHIO,39.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,3300000.00
SURVEY,1952,YEAR,,STATE,WISCONSIN,55.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,1514000.00
SURVEY,1970,YEAR,,STATE,IDAHO,16.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,35000.00
SURVEY,1978,YEAR,,STATE,NEW YORK,36.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,682000.00
SURVEY,1993,YEAR,,STATE,CALIFORNIA,6.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,170000.00
SURVEY,1994,YEAR,,STATE,OHIO,39.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,18.00
SURVEY,1872,YEAR,,STATE,RHODE ISLAND,44.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,11000.00
SURVEY,1935,YEAR,,STATE,OHIO,39.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,3423000.00
SURVEY,2009,YEAR,,STATE,MASSACHUSETTS,25.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,15.00
SURVEY,1919,YEAR,,STATE,FLORIDA,12.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,790000.00
SURVEY,1923,YEAR,,STATE,KANSAS,20.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,5.20
SURVEY,1967,YEAR,,STATE,PENNSYLVANIA,42.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,313000.00
SURVEY,1956,YEAR,,STATE,MASSACHUSETTS,25.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,159000.00
SURVEY,2013,YEAR - AUG FORECAST,,STATE,KANSAS,20.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,4200000.00
SURVEY,2015,YEAR,,STATE,TENNESSEE,47.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,116800000.00
SURVEY,2013,YEAR,,STATE,NEW HAMPSHIRE,33.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,20.00
SURVEY,1881,YEAR,,STATE,TEXAS,48.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,33360000.00
SURVEY,1894,YEAR,,STATE,TEXAS,48.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,4060000.00
SURVEY,1991,YEAR,,STATE,MICHIGAN,26.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,285000.00
SURVEY,2010,YEAR,,STATE,OKLAHOMA,40.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,340000.00
SURVEY,1987,YEAR,,STATE,OREGON,41.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,3960000.00
SURVEY,1983,YEAR,,STATE,MISSISSIPPI,28.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,12.00
SURVEY,1928,YEAR,,STATE,ARKANSAS,5.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,5.80
SURVEY,1974,YEAR,,STATE,WEST VIRGINIA,54.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,66000.00
SURVEY,1937,YEAR,,STATE,MASSACHUSETTS,25.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,8000.00
SURVEY,1927,YEAR,,STATE,ARIZONA,4.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,3000.00
SURVEY,1995,YEAR,,STATE,WISCONSIN,55.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,13.50
SURVEY,1951,YEAR,,STATE,WISCONSIN,55.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,1032000.00
SURVEY,2007,YEAR,,STATE,SOUTH CAROLINA,45.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,14.00
SURVEY,1940,YEAR,,STATE,WISCONSIN,55.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,1113000.00
SURVEY,1977,YEAR,,STATE,IOWA,19.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,875000.00
